Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,ylabel
1,Famine,1,378,258,258,199,137.2443,0
1,Famine,0,99,99,99,318,56.7825,1
2,Flood,0,199,219,418,139,336.3127,2
1,Famine,0,159,179,179,179,93.1625,1
1,Flood,1,80,139,139,139,182.1552,2
1,Hurricane,1,99,159,159,199,399.4277,0
1,Famine,0,99,100,100,179,209.2893,0
2,Flood,1,119,99,198,80,177.0007,2
1,Famine,0,278,99,99,199,239.852,1
2,Famine,1,0,179,278,179,0,0
1,Flood,0,199,219,219,139,107,2
1,Famine,0,179,80,80,80,362.4472,0
1,Famine,0,80,179,179,139,426.6075,0
1,Famine,0,179,238,238,139,78.729,1
1,Famine,0,179,139,139,159,274.5073,1
1,Famine,1,298,179,179,99,398.5452,1
1,Hurricane,1,99,99,99,99,122.2007,1
1,Famine,0,139,159,159,119,169.2705,0
3,Famine,1,99,139,338,80,87.7568,1
1,Hurricane,1,119,139,139,199,236.5338,0
1,Hurricane,0,119,199,199,199,138.5577,0
1,Famine,0,139,80,80,99,868.8757,1
1,Famine,0,139,199,199,159,208.4017,0
1,Flood,1,99,139,139,298,77.1038,2
1,Famine,0,179,179,179,179,108.1665,1
1,Famine,0,199,139,139,179,632.7598,0
2,Famine,0,139,99,179,100,343.6313,0
1,Famine,0,139,378,378,179,362.7124,0
1,Hurricane,1,139,139,139,100,241.6014,0
3,Flood,0,258,159,437,318,162.5192,2
1,Famine,1,100,99,99,139,574.2269,0
1,Flood,0,80,99,99,80,817.1768,2
1,Famine,0,199,159,159,139,245.0877,0
1,Flood,0,80,119,119,99,151.0315,2
1,Famine,1,99,99,99,99,590.5256,1
1,Famine,0,258,179,179,239,451.0635,1
1,Famine,0,239,278,278,278,188.908,1
1,Famine,0,119,80,80,99,289.5622,1
1,Flood,0,298,219,219,219,187.2385,2
1,Famine,1,199,279,279,199,75.0067,1
1,Hurricane,1,139,179,179,139,406.2182,0
1,Famine,1,0,179,179,119,145.0422,1
2,Flood,0,179,199,438,179,111.0045,2
1,Hurricane,1,179,199,199,179,144.8456,1
1,Flood,1,139,139,139,179,428.8694,2
1,Famine,0,179,179,179,219,165.0485,1
1,Flood,1,318,497,497,159,304.0066,2
1,Hurricane,1,99,80,80,99,199.2768,1
1,Famine,0,159,139,139,139,148.1595,1
2,Famine,0,99,179,259,139,142.4254,1
1,Flood,0,80,139,139,139,101.8982,2
1,Flood,1,139,100,100,99,402.8588,2
1,Hurricane,1,159,179,179,199,291.5257,1
1,Famine,0,159,179,179,199,150.3671,0
1,Famine,0,80,99,99,99,168.2409,1
1,Flood,1,239,179,179,159,79.6006,2
1,Famine,1,179,80,80,139,159.6598,1
1,Hurricane,1,139,139,139,258,127.7047,0
1,Famine,0,239,199,199,199,39.9625,1
2,Flood,0,159,159,338,139,328.5308,2
1,Hurricane,1,179,139,139,119,195.5153,0
1,Hurricane,1,179,119,119,119,244.6002,1
1,Hurricane,1,20,199,199,199,140.0143,1
2,Flood,0,80,139,238,298,102.7387,2
1,Famine,1,258,298,298,258,250.0785,0
1,Famine,0,80,239,239,179,410.9699,1
1,Famine,1,139,159,159,199,285.9204,0
1,Famine,0,99,179,179,139,290.0431,0
1,Hurricane,1,179,179,179,139,132.5009,0
1,Hurricane,1,80,139,139,80,250.002,1
2,Flood,0,119,119,258,179,270.0046,2
3,Flood,1,99,99,317,99,550.5908,2
1,Flood,0,99,159,159,99,627.4556,2
1,Famine,0,139,139,139,159,180.0694,0
1,Famine,0,99,119,119,219,146.1651,1
1,Hurricane,1,159,179,179,20,89.0351,1
1,Famine,0,139,139,139,179,169.0044,0
1,Flood,1,119,119,119,139,331.3627,2
1,Famine,0,219,80,80,298,203.6774,0
1,Famine,0,199,139,139,239,152.5516,0
1,Famine,0,139,179,179,239,155.5072,1
1,Famine,0,238,139,139,159,93.7257,1
1,Flood,1,199,258,258,119,111.6356,2
1,Flood,1,99,99,99,119,108.0185,2
1,Famine,1,159,179,179,99,151.7243,1
1,Flood,0,0,258,258,179,0,2
1,Famine,0,99,80,80,99,618.2952,1
1,Famine,1,239,279,279,259,183.7457,0
4,Flood,1,80,179,696,139,122.5826,2
2,Famine,1,100,179,298,119,141.4929,1
1,Famine,0,159,219,219,119,165.7739,0
1,Hurricane,1,398,239,239,179,220.6111,1
1,Famine,0,99,159,159,159,258.7441,0
1,Hurricane,1,20,379,379,219,56.921,0
1,Hurricane,0,139,159,159,139,261.6305,0
1,Famine,0,239,159,159,259,130.0961,0
2,Famine,1,0,139,238,99,0,1
2,Famine,0,0,199,418,159,554.5316,1
1,Flood,0,0,139,139,179,0,2
3,Flood,1,179,80,338,696,172.3231,2
1,Flood,1,99,99,99,99,79.3804,2
1,Flood,1,99,80,80,219,574.6723,2
1,Famine,1,0,159,159,279,0,1
1,Hurricane,1,119,80,80,80,156.5799,1
1,Flood,1,99,99,99,80,210.0149,2
1,Flood,0,139,199,199,99,126.3171,2
1,Famine,0,159,219,219,199,290.5275,0
1,Flood,1,119,139,139,199,191.1106,2
1,Flood,0,139,119,119,99,433.7594,2
1,Famine,0,259,199,199,199,160.0195,0
1,Famine,1,179,139,139,159,129.4025,0
1,Flood,0,139,80,80,99,126.8464,2
1,Famine,0,199,199,199,179,149.6103,0
1,Famine,1,119,219,219,139,306.1634,1
2,Flood,0,179,139,238,159,224.005,2
1,Famine,0,0,139,139,318,0,1
1,Famine,0,179,159,159,379,224.5089,1
2,Famine,1,239,219,338,80,209.6342,1
1,Flood,0,259,219,219,139,294.7054,2
1,Hurricane,1,80,139,139,80,293.1092,1
3,Flood,1,139,119,557,159,737.6525,2
1,Famine,0,199,139,139,298,194.6856,0
1,Flood,1,139,238,238,179,113.0365,2
2,Famine,0,279,418,438,120,207.4729,1
1,Famine,0,99,298,298,99,605.0424,1
1,Famine,0,239,179,179,119,142.4588,1
2,Hurricane,1,179,119,218,80,385.573,0
1,Flood,1,179,159,159,119,110.6628,2
1,Famine,0,99,378,378,258,168.6987,0
1,Famine,0,318,179,179,179,175.6595,0
2,Famine,1,259,179,418,279,141.1072,0
1,Hurricane,1,159,179,179,80,502.4326,0
1,Flood,1,119,358,358,179,85.3009,2
1,Flood,0,199,258,258,298,249.5045,2
1,Famine,0,0,139,139,358,141.8185,1
1,Famine,0,179,139,139,179,283.4806,0
1,Famine,0,139,139,139,219,267.9151,0
1,Famine,0,139,99,99,99,453.4358,1
1,Famine,1,139,99,99,179,206.5387,0
1,Flood,0,119,179,179,179,183.0362,2
1,Famine,0,80,159,159,80,170.0184,1
1,Famine,0,239,338,338,159,112.5278,0
1,Famine,0,238,278,278,159,316.0479,1
1,Flood,1,119,139,139,199,356.079,2
1,Flood,0,159,199,199,139,125.064,2
4,Famine,1,0,159,915,159,133.7171,1
1,Famine,0,338,139,139,139,129.9885,1
1,Famine,0,119,159,159,80,446.1852,0
1,Flood,1,140,179,179,558,1077.1357,2
1,Famine,0,119,239,239,99,219.0576,1
1,Hurricane,1,179,199,199,279,610.2368,0
1,Famine,0,80,99,99,99,285.0952,1
1,Famine,0,179,159,159,379,530.7523,1
1,Flood,1,99,179,179,179,138.9469,2
1,Famine,0,99,99,99,179,726.654,0
1,Flood,1,139,139,139,199,151.0033,2
1,Hurricane,1,199,199,199,20,78.2336,1
1,Hurricane,0,159,80,80,219,361.0405,0
1,Famine,0,139,139,139,80,883.3178,0
1,Famine,0,119,139,139,80,224.821,0
1,Hurricane,0,278,238,238,119,327.112,0
1,Famine,0,219,239,239,139,321.5603,1
2,Flood,1,119,139,238,80,119.2057,2
1,Famine,0,159,379,379,279,139.6612,1
1,Famine,1,159,199,199,20,74.783,1
1,Famine,0,139,219,219,99,44.3424,1
2,Famine,0,139,119,199,139,379.9253,0
1,Famine,1,199,179,179,179,115.5249,1
1,Famine,0,80,80,80,139,187.131,0
1,Famine,1,199,219,219,119,26.4764,0
2,Famine,0,139,99,218,199,458.6189,0
1,Flood,1,119,219,219,99,621.5887,2
1,Famine,0,0,139,139,139,170.9218,0
1,Flood,0,80,99,99,139,116.8471,2
1,Famine,0,99,80,80,99,398.6289,0
1,Famine,0,119,179,179,139,90.8983,0
1,Famine,0,219,139,139,119,127.1633,0
2,Famine,1,0,179,318,338,0,0
1,Famine,0,299,279,279,239,228.6072,1
1,Hurricane,1,119,99,99,219,52.9741,0
1,Famine,0,278,159,159,179,120.501,0
1,Flood,0,199,319,319,199,1480.021,2
2,Hurricane,0,199,80,239,199,68.9094,0
1,Hurricane,1,298,139,139,199,183.5007,0
1,Famine,0,80,99,99,199,143.7228,0
3,Flood,1,139,258,616,278,173.6102,2
1,Famine,0,199,179,179,139,57.8662,1
1,Famine,1,199,358,358,139,345.167,0
3,Hurricane,1,199,199,457,179,94.0479,0
2,Flood,1,80,20,239,239,575.3438,2
1,Famine,0,139,99,99,139,85.9215,1
1,Hurricane,1,139,179,179,139,195.6253,0
1,Famine,0,179,100,100,99,129.387,1
1,Famine,0,139,179,179,199,214.2924,1
1,Hurricane,0,99,99,99,179,93.0658,1
1,Famine,0,80,119,119,80,97.6371,1
1,Famine,0,219,179,179,139,89.68,0
1,Hurricane,1,159,80,80,199,466.7786,0
1,Flood,0,318,139,139,179,169.5361,2
1,Flood,1,258,238,238,219,100.7137,2
1,Famine,1,100,319,319,219,560.7069,1
1,Hurricane,1,199,99,99,80,374.7212,0
1,Flood,1,80,199,199,219,121.3724,2
1,Famine,1,179,199,199,120,84.257,0
1,Flood,1,119,139,139,139,89.3826,2
1,Famine,0,258,179,179,99,183.1338,0
1,Famine,0,179,199,199,139,167.9472,0
1,Famine,0,179,219,219,239,67.1863,0
1,Famine,0,179,179,179,199,137.5582,1
1,Famine,1,159,179,179,338,707.356,1
2,Flood,0,199,139,278,278,79.5393,2
1,Famine,0,139,100,100,298,24.3311,0
1,Hurricane,0,100,139,139,139,145.7232,1
1,Flood,1,139,159,159,80,131.6605,2
1,Flood,0,219,278,278,179,180.1361,2
1,Famine,0,179,219,219,258,140.0036,1
1,Famine,1,99,179,179,179,135.0037,0
1,Hurricane,1,219,318,318,219,86.6631,0
1,Famine,0,80,139,139,159,358.5056,0
1,Famine,0,419,20,20,558,1363.4135,0
1,Flood,0,119,119,119,80,327.2193,2
2,Flood,1,179,159,258,139,904.1507,2
2,Flood,1,99,159,318,100,590.7929,2
1,Famine,0,239,139,139,179,119,0
2,Flood,1,139,338,517,0,161.7235,2
1,Famine,0,99,199,199,99,170.6436,1
1,Famine,0,0,179,179,80,0,0
1,Famine,0,159,99,99,497,129.0446,1
1,Famine,0,119,80,80,179,186.6936,1
2,Famine,1,99,139,258,99,223.2896,1
1,Famine,1,119,80,80,139,1006.3332,0
2,Flood,1,119,159,298,179,1343.2275,2
1,Famine,0,99,199,199,119,126.7251,1
1,Famine,0,99,179,179,139,381.5642,0
1,Flood,1,140,140,140,20,1331.1297,2
1,Flood,1,219,100,100,139,191.2806,2
1,Flood,0,219,258,258,219,113.5892,2
1,Famine,0,99,139,139,159,455.4915,1
1,Flood,1,159,119,119,80,140.6494,2
1,Famine,1,219,238,238,259,122.8587,1
1,Famine,0,219,119,119,80,288.8706,1
2,Flood,1,139,259,359,139,626.4761,2
1,Flood,0,139,199,199,179,84.1204,2
2,Famine,0,99,159,338,119,244.8183,1
1,Famine,0,338,159,159,318,136.8,1
2,Famine,0,119,159,278,80,293.8388,1
1,Famine,1,0,159,159,179,122.549,1
2,Flood,1,139,239,378,199,172.9523,2
1,Famine,0,0,259,259,199,0,0
1,Famine,1,199,239,239,179,178.1643,0
1,Hurricane,1,159,179,179,258,37.8319,1
1,Flood,1,139,219,219,239,105.0536,2
1,Famine,0,0,378,378,139,0,0
1,Famine,1,318,99,99,119,102.5597,1
1,Hurricane,1,199,219,219,219,134.0755,1
1,Hurricane,1,99,159,159,219,281.2708,1
1,Flood,0,179,139,139,139,102.1078,2
3,Flood,0,99,99,457,80,822.3711,2
1,Flood,0,219,119,119,119,214.1145,2
1,Hurricane,0,199,139,139,239,110.9516,1
1,Famine,0,139,80,80,80,235.2297,1
1,Flood,1,179,139,139,338,378.2317,2
2,Famine,0,219,159,278,139,96.6863,1
1,Hurricane,1,139,179,179,119,241.6495,1
1,Famine,0,398,100,100,199,82.5136,0
2,Famine,1,119,159,239,100,213.6381,1
1,Flood,1,159,80,80,139,431.2969,2
1,Famine,0,179,179,179,80,171.0117,0
1,Flood,1,119,80,80,139,94.7761,2
1,Famine,1,80,159,159,219,240.1838,0
1,Famine,0,80,259,259,219,529.3801,1
1,Hurricane,1,238,199,199,199,91.3085,0
2,Flood,0,179,219,398,139,77.1038,2
2,Famine,0,159,139,238,179,371.1526,0
1,Flood,1,139,139,139,179,56.3604,2
5,Flood,1,199,238,736,258,573.5009,2
2,Flood,1,279,239,259,319,144.0312,2
1,Famine,0,258,99,99,139,145.555,1
1,Famine,0,497,119,119,199,534.4067,0
2,Flood,0,180,219,239,179,145.7738,2
1,Famine,0,80,80,80,80,135.5701,1
1,Famine,0,99,139,139,139,147.6906,1
1,Flood,0,358,239,239,199,90.4005,2
1,Famine,0,219,179,179,159,95.8188,0
1,Flood,1,80,139,139,80,41,2
2,Famine,0,179,139,258,298,307.6792,0
1,Famine,0,119,139,139,139,144.5415,1
1,Famine,0,318,219,219,199,323.7132,0
1,Flood,0,80,179,179,99,678.9464,2
1,Famine,0,179,159,159,199,262.7936,0
1,Flood,0,458,199,199,239,980.9898,2
1,Hurricane,1,359,179,179,199,143.0079,1
1,Famine,0,0,199,199,139,0,0
1,Famine,0,99,219,219,80,1164.1789,0
1,Famine,0,99,219,219,99,135.2562,1
1,Famine,0,139,139,139,99,148.6556,0
2,Flood,1,119,99,198,139,130.5383,2
1,Famine,0,99,159,159,159,194.0103,1
1,Flood,1,179,99,99,199,484.7022,2
2,Famine,0,139,159,239,99,62.0504,0
1,Flood,0,179,99,99,159,289.5039,2
1,Famine,0,179,179,179,159,269.5297,0
1,Famine,0,80,119,119,80,147.666,1
1,Flood,1,179,259,259,258,814.2102,2
1,Famine,0,159,239,239,159,79.1344,0
1,Famine,0,99,80,80,80,200.5898,1
1,Flood,0,179,478,478,100,171.0592,2
1,Famine,0,119,139,139,179,177.3415,1
1,Famine,0,159,99,99,159,229.8097,1
1,Flood,1,258,139,139,139,123.6224,2
1,Famine,0,119,99,99,80,171.2921,0
1,Famine,0,159,219,219,159,251.0717,0
1,Famine,1,0,259,259,179,302.4111,0
1,Famine,1,139,179,179,179,132.2365,0
1,Famine,1,0,99,99,179,76.2365,1
1,Famine,0,99,258,258,119,96.3379,0
4,Flood,1,80,298,616,80,161.7792,2
1,Flood,0,20,279,279,179,217.8818,2
1,Famine,1,119,219,219,139,87.5857,1
1,Flood,1,338,278,278,199,136.7964,2
1,Famine,0,80,99,99,119,86.9037,1
2,Famine,1,0,99,318,99,0,1
2,Famine,0,219,99,238,179,324.0004,1
1,Famine,0,298,159,159,199,113,1
2,Famine,0,80,99,198,119,728.6323,1
1,Famine,0,219,119,119,159,302.3384,1
1,Famine,0,119,99,99,99,153.8059,1
2,Hurricane,0,159,199,338,159,164.5068,1
1,Famine,0,199,379,379,299,87.5014,0
2,Flood,0,179,80,180,99,111.0405,2
1,Famine,0,80,139,139,159,178.0204,1
1,Famine,0,179,219,219,119,716.3039,0
2,Famine,1,119,238,357,99,845.7489,0
2,Famine,1,219,99,218,80,166.527,0
1,Flood,1,100,80,80,219,391.7359,2
1,Famine,1,0,199,199,159,0,0
2,Flood,0,180,239,259,438,68.7405,2
1,Famine,1,0,139,139,80,226.7692,1
1,Famine,0,219,139,139,99,410.3566,0
1,Flood,0,179,139,139,119,130.5345,2
1,Famine,0,278,159,159,139,213.4391,0
2,Hurricane,1,238,139,238,80,130.2162,1
2,Flood,0,119,199,318,199,232.0005,2
1,Famine,0,259,179,179,20,181.7973,1
1,Famine,0,80,139,139,139,182.4966,0
1,Famine,1,199,139,139,119,128.1766,1
1,Flood,0,99,80,80,0,371.461,2
2,Hurricane,1,139,179,259,139,181.1353,0
1,Famine,0,0,179,179,199,0,0
1,Flood,0,279,180,180,20,195.5313,2
1,Famine,1,119,199,199,99,276.0072,0
1,Hurricane,1,179,258,258,179,273.7417,1
1,Famine,1,298,119,119,179,195.3164,0
2,Famine,0,119,99,198,100,306.6537,1
1,Famine,0,139,100,100,179,111.6121,1
1,Flood,1,100,179,179,179,187.8523,2
1,Hurricane,1,199,100,100,319,51.9711,1
1,Hurricane,0,119,139,139,159,129.0155,1
1,Famine,0,139,179,179,179,105.8702,0
1,Famine,0,139,278,278,179,717.2247,0
1,Famine,0,219,199,199,199,54.1872,0
1,Famine,1,159,100,100,80,234.5021,1
2,Flood,0,199,179,279,159,122.6907,2
1,Flood,1,139,199,199,179,173.0874,2
1,Famine,0,139,99,99,139,167.9658,0
4,Famine,1,0,159,915,159,0,1
1,Famine,0,80,219,219,219,268.2,0
1,Flood,1,179,279,279,239,531.5205,2
1,Flood,0,139,80,80,159,106.4918,2
1,Flood,1,238,99,99,139,728.3716,2
1,Famine,1,0,20,20,239,64.5949,1
2,Flood,0,338,159,298,477,115.0695,2
2,Famine,1,219,219,378,199,237.4031,1
1,Flood,1,179,278,278,318,210.6923,2
1,Famine,0,159,99,99,219,329.5186,1
1,Flood,0,0,219,219,159,0,2
1,Flood,1,139,199,199,99,1074.9442,2
1,Flood,0,80,119,119,179,111.0518,2
1,Hurricane,0,199,159,159,119,176.5453,1
1,Hurricane,1,179,179,179,100,748.5908,1
3,Flood,0,239,99,457,278,308.549,2
1,Hurricane,1,139,199,199,199,98.1542,1
1,Famine,0,437,159,159,99,203.8553,1
1,Famine,0,99,80,80,219,658.1172,0
1,Famine,0,80,80,80,99,303.5807,1
1,Famine,1,20,379,379,180,208.3273,1
1,Famine,0,199,139,139,258,189.3198,0
1,Hurricane,0,239,179,179,259,154.4385,1
1,Famine,0,278,119,119,179,250.1125,1
1,Flood,1,119,179,179,80,178.1011,2
1,Famine,0,616,139,139,179,755.5372,0
1,Famine,0,219,318,318,119,151.4001,1
1,Famine,0,179,99,99,99,279.2535,1
1,Famine,0,99,119,119,99,313.9606,1
1,Famine,1,159,159,159,99,33.6341,0
1,Flood,1,100,99,99,80,120.5249,2
1,Famine,0,0,119,119,139,0,0
2,Famine,1,259,179,418,279,325.5918,0
1,Flood,0,179,199,199,139,163.1502,2
1,Hurricane,1,159,99,99,119,283.8045,1
1,Famine,0,139,179,179,100,302.7974,0
1,Famine,0,119,179,179,80,252.448,0
1,Famine,0,139,417,417,99,708.5134,0
1,Famine,0,219,139,139,139,1073.0825,0
1,Famine,1,139,80,80,80,225.7,0
2,Famine,0,99,199,338,258,281.5004,0
1,Hurricane,1,139,99,99,219,285.3003,1
2,Famine,0,119,99,238,219,435.3323,0
2,Flood,0,139,80,160,99,773.023,2
1,Famine,0,139,139,139,80,229.2477,1
1,Famine,0,100,139,139,179,359.834,0
1,Flood,1,139,179,179,199,146.0137,2
1,Famine,1,0,179,179,358,182.1929,1
2,Flood,1,139,139,258,199,156.5535,2
2,Hurricane,1,418,99,218,159,139,0
1,Hurricane,1,119,298,298,139,99.7647,1
1,Hurricane,1,139,99,99,80,211.164,0
1,Famine,0,139,199,199,219,130.0471,1
2,Famine,0,179,139,238,99,700.6126,1
1,Famine,0,159,159,159,219,201.4274,1
1,Famine,0,119,99,99,80,221.9668,1
1,Famine,1,139,99,99,159,157.596,0
1,Famine,0,139,99,99,99,257.0238,1
1,Flood,0,159,80,80,219,153.3599,2
1,Famine,0,159,100,100,179,261.1915,0
2,Famine,0,159,139,358,159,87.6641,0
1,Hurricane,0,338,219,219,179,218.8293,0
1,Hurricane,0,139,179,179,80,86.0058,1
1,Famine,0,99,100,100,199,125.6831,1
1,Famine,1,159,99,99,179,259.6137,0
1,Famine,0,80,99,99,159,176.8191,1
1,Hurricane,1,638,678,678,0,77.558,0
1,Flood,0,139,80,80,199,94.8314,2
1,Famine,0,99,139,139,139,100.1312,0
1,Famine,1,80,80,80,139,209.0293,0
1,Hurricane,1,179,139,139,239,80.05,0
1,Famine,0,119,298,298,0,262.8217,0
1,Famine,0,219,159,159,119,122.501,0
1,Hurricane,0,219,20,20,199,169.4993,1
1,Famine,0,99,139,139,338,44.3847,1
1,Famine,0,80,139,139,119,302.6434,1
1,Famine,0,139,159,159,179,120.7487,1
1,Hurricane,1,319,379,379,259,198.1161,1
1,Flood,0,179,259,259,219,225.7,2
1,Hurricane,1,199,199,199,319,111.7866,1
1,Famine,0,219,179,179,179,291.0348,0
1,Famine,0,100,80,80,99,1453.2072,0
1,Famine,1,119,159,159,139,385.7191,1
1,Famine,0,139,239,239,179,143.7228,1
1,Flood,1,99,99,99,80,215.8622,2
2,Famine,0,219,99,318,259,778.0214,0
1,Famine,1,258,179,179,179,75.3293,0
2,Famine,1,179,139,238,159,146.0548,0
1,Famine,0,20,279,279,120,393.749,0
1,Famine,1,139,159,159,199,388.9412,0
1,Famine,1,259,219,219,298,151.4373,1
1,Famine,0,99,159,159,80,135.5775,0
1,Famine,0,140,259,259,139,149.6103,1
1,Flood,0,199,99,99,119,235.1834,2
1,Flood,0,99,179,179,159,261.5937,2
1,Famine,0,139,139,139,139,298.0822,0
1,Famine,0,159,159,159,139,120.4004,0
1,Famine,0,199,159,159,80,172.1547,0
2,Flood,0,219,219,398,718,172.5029,2
1,Flood,1,199,219,219,279,168.5742,2
1,Hurricane,1,298,139,139,99,478.5846,0
1,Famine,0,219,99,99,238,146.8681,0
1,Flood,0,139,199,199,179,126.0635,2
2,Famine,1,338,80,199,199,395.1433,0
1,Famine,1,80,159,159,99,170.8874,1
1,Famine,0,80,80,80,80,211.0148,0
1,Hurricane,1,199,179,179,159,125.5159,1
1,Famine,0,80,119,119,139,321.1884,0
1,Famine,1,80,159,159,99,807.5683,0
1,Famine,0,99,139,139,100,272.1089,1
1,Flood,1,219,100,100,139,157.1345,2
1,Famine,1,99,99,99,99,244.0005,1
2,Famine,0,179,139,318,258,464.2933,1
2,Famine,0,219,399,598,239,85.2115,1
1,Flood,1,139,139,139,179,679.4021,2
3,Famine,1,258,139,418,199,838.5335,0
2,Flood,1,278,199,437,159,119.0042,2
1,Hurricane,1,139,139,139,99,57.9763,1
1,Famine,0,80,179,179,139,514.6827,1
1,Famine,0,139,159,159,199,113.5473,1
1,Famine,0,139,119,119,119,172.0182,0
1,Famine,0,219,219,219,119,69.029,0
1,Hurricane,1,199,179,179,80,80.6877,0
1,Famine,0,119,199,199,99,199.5,1
1,Famine,0,219,238,238,139,252.5045,0
1,Flood,1,379,180,180,239,167.5269,2
1,Flood,1,199,219,219,279,167.5187,2
1,Famine,0,119,119,119,80,295.4526,0
1,Famine,1,100,179,179,199,151.9803,1
1,Famine,1,99,99,99,199,53.0495,0
1,Hurricane,1,199,219,219,80,95.1893,0
1,Famine,0,278,238,238,139,103.0594,0
1,Flood,1,139,199,199,159,76.0263,2
2,Famine,0,80,99,198,99,204.0098,0
1,Famine,1,159,238,238,259,130.9599,1
1,Famine,0,80,219,219,139,110.8558,0
1,Hurricane,1,119,199,199,99,105.6468,1
1,Flood,0,139,139,139,139,149.7707,2
1,Famine,0,99,179,179,338,299.2825,1
1,Famine,0,179,80,80,119,169.0976,0
1,Famine,0,80,239,239,199,507.5355,0
2,Famine,0,219,100,319,159,585.5361,0
2,Flood,1,159,80,199,99,193.704,2
1,Famine,0,80,99,99,298,111.3643,1
2,Famine,0,199,259,379,219,49.3077,1
1,Flood,1,80,139,139,139,457.5423,2
4,Flood,0,179,179,656,278,214.0146,2
1,Flood,0,80,99,99,99,245.051,2
1,Flood,0,219,119,119,119,101.0272,2
1,Famine,0,159,139,139,80,88.5056,1
1,Hurricane,0,319,120,120,379,119.877,1
1,Flood,0,159,80,80,179,581.1749,2
1,Famine,0,99,139,139,219,371.571,0
1,Famine,0,99,179,179,139,124.291,1
1,Famine,0,119,139,139,139,309.1035,0
2,Famine,0,279,199,219,219,206.1965,1
1,Famine,0,219,179,179,160,200.0625,0
1,Flood,1,437,179,179,119,194.5308,2
1,Flood,0,160,219,219,319,128.0625,2
1,Flood,0,119,219,219,199,612.4135,2
1,Hurricane,0,20,199,199,319,67.5074,1
1,Flood,0,99,219,219,179,138.6768,2
2,Hurricane,0,100,80,239,139,241.1327,1
1,Famine,0,258,119,119,159,471.255,1
2,Famine,1,298,119,278,219,440.3479,0
2,Flood,1,358,99,179,219,101.4938,2
4,Flood,1,99,80,617,219,300.7395,2
1,Famine,0,80,139,139,139,276.0888,1
2,Flood,1,139,259,339,417,179.5564,2
1,Famine,1,139,199,199,139,194.1237,0
1,Famine,0,139,99,99,199,203.141,0
1,Famine,0,239,299,299,179,311.6637,1
1,Famine,1,0,278,278,318,0,1
4,Famine,1,0,159,915,159,76.5278,1
1,Flood,1,139,298,298,179,63.9766,2
1,Famine,0,99,159,159,238,111.3665,0
1,Famine,0,139,139,139,258,215.6879,1
1,Famine,0,179,99,99,139,53.1154,0
1,Famine,0,99,80,80,99,958.4313,0
1,Famine,0,219,199,199,179,94.5304,0
2,Flood,1,279,239,259,319,185.5,2
1,Famine,0,99,179,179,99,716.9275,0
1,Famine,0,179,159,159,179,206.0097,1
1,Famine,0,258,119,119,219,227.83,1
1,Hurricane,1,159,179,179,199,263.257,1
1,Flood,1,199,219,219,279,143.385,2
1,Flood,1,139,139,139,99,310.5672,2
2,Flood,1,119,99,198,80,255.1103,2
2,Hurricane,1,80,99,298,99,69.9214,1
1,Flood,1,99,100,100,80,164.3358,2
1,Famine,0,99,179,179,119,83.9434,1
1,Hurricane,0,279,179,179,239,205.5736,1
1,Flood,0,199,99,99,139,128.4387,2
1,Famine,0,239,179,179,219,285.9204,1
1,Hurricane,1,139,99,99,80,240.6372,0
1,Famine,0,179,219,219,179,211.9257,0
1,Famine,0,199,259,259,258,274,0
4,Flood,1,99,80,617,219,508.4958,2
1,Hurricane,1,219,139,139,199,98.9949,1
1,Famine,1,159,179,179,239,207.1183,1
1,Hurricane,0,99,298,298,298,281.1485,0
1,Hurricane,1,219,80,80,159,170.6605,1
2,Famine,0,139,139,358,199,605.0052,0
1,Famine,0,199,100,100,99,70.8025,1
1,Famine,0,139,139,139,179,701.428,0
1,Famine,0,159,258,258,139,216.2088,0
1,Flood,0,159,139,139,0,226.8397,2
1,Famine,0,139,179,179,139,122.7609,1
1,Famine,0,238,99,99,239,117.3382,0
1,Famine,0,239,259,259,279,130.8606,1
1,Hurricane,0,159,99,99,298,265.4628,0
1,Flood,1,139,99,99,99,286.5982,2
2,Famine,1,239,318,537,179,278.2813,0
1,Famine,0,258,219,219,179,158.7844,1
1,Famine,1,298,139,139,119,87.9233,1
1,Famine,0,259,219,219,140,61.1249,1
1,Flood,1,139,159,159,80,99.6356,2
1,Famine,1,99,139,139,99,118.423,0
1,Famine,0,179,20,20,239,101.1558,1
1,Flood,0,139,80,80,99,253.571,2
2,Flood,0,219,199,298,80,155.7602,2
1,Famine,0,219,179,179,159,81.0941,1
1,Famine,0,0,139,139,139,0,0
2,Famine,0,99,99,179,99,336.7911,1
1,Famine,0,80,99,99,139,341.8293,0
1,Famine,0,99,199,199,239,380.2374,1
1,Flood,1,159,219,219,99,451.5897,2
1,Famine,0,80,139,139,139,363.1425,1
1,Famine,1,119,159,159,179,165.003,1
1,Famine,0,80,219,219,199,166.9558,1
1,Flood,0,179,278,278,219,178.5028,2
1,Famine,1,179,139,139,139,561.0893,1
